bayseg,YEAR,MONTH,entity,facname,source,tnloadtons,tploadtons,tssloadtons,bodloadtons
2,2022,1,Mosaic,Mosaic All,Material Losses,0.25,0,0,0
2,2022,1,ALAFIA PRESERVE,,Non-Point Source,0.0139622158,0.0005349021,0.3608247245,0.0519568173
2,2022,1,BLOOMINGDALE,,Non-Point Source,0.0032945699,0.0006248986,0.1072030025,0.0202638912
2,2022,1,CITY OF PLANT CITY,,Non-Point Source,0.2207917347,0.0091930117,12.441666393,1.5012387126
2,2022,1,Conservation,,Non-Point Source,1.1375046953,0.0885983711,27.726028699,5.6572303722
2,2022,1,DONALDSON KNOLL,,Non-Point Source,0.0020131387,0.0000766828,0.0975937857,0.0114859247
2,2022,1,EAGLE RIDGE,,Non-Point Source,0.030582049,0.0018334017,0.8294517724,0.1123943459
2,2022,1,FDACS (Agriculture),,Non-Point Source,3.0967860816,0.275514638,28.2013322,8.3553555575
2,2022,1,HILLSBOROUGH,,Non-Point Source,4.2326890332,0.5418752632,161.67701736,27.432771473
2,2022,1,LAKE ST. CHARLES,,Non-Point Source,0.0103144079,0.0020526473,0.3355672937,0.0609276689
2,2022,1,LIVE OAK I,,Non-Point Source,0.0000523856,0,0.1778326239,0.0319430409
2,2022,1,LIVE OAK II,,Non-Point Source,0.0000455386,0,0.1780092648,0.0298314485
2,2022,1,Lakeland,,Non-Point Source,0.3341094922,0.013943736,16.097027757,2.0730905232
2,2022,1,MAGNOLIA PARK,,Non-Point Source,0.0100077532,0.0019840859,0.3448106749,0.0615656526
2,2022,1,MSGP COT,,Non-Point Source,0.0365166364,0.0050867128,3.7402196307,0.7817074347
2,2022,1,MacDill AFB,,Non-Point Source,0.0189677435,0.0028904094,0.4011395415,0.1566591883
2,2022,1,Mulberry,,Non-Point Source,0.0702829657,0.0030804829,2.7211782391,0.2916700721
2,2022,1,None,,Non-Point Source,0.0005582428,0.0000473689,0.0088407711,0.0027730191
2,2022,1,PALM RIVER,,Non-Point Source,0.0006320706,0.0001278826,0.0230357196,0.0042083436
2,2022,1,PANTHER TRACE,,Non-Point Source,0.0098854167,0.001975356,0.3366807859,0.0595069406
2,2022,1,PANTHER TRACE II,,Non-Point Source,0.013947301,0.0021293555,0.7401793441,0.142911141
2,2022,1,PASCO,,Non-Point Source,0.0083788374,0,24.74191291,4.7632128395
2,2022,1,POLK,,Non-Point Source,2.0527229833,0.0876753118,69.148200821,8.8543164745
2,2022,1,RIVERCREST,,Non-Point Source,0.0123794444,0.002782199,0.3987557329,0.0738604491
2,2022,1,SAN ANTONIO,,Non-Point Source,0.0000614615,0,0.2049468381,0.0346629852
2,2022,1,SPRING LAKE,,Non-Point Source,0.0098659929,0.0022085863,0.4111539725,0.0711676058
2,2022,1,ST. LEO,,Non-Point Source,1.3474173E-6,0,0.0077142176,0.0014833387
2,2022,1,STONE CREST,,Non-Point Source,0.0009348091,0.0001853998,0.0310052653,0.0054895134
2,2022,1,STONE DAIRY CREEK,,Non-Point Source,0.0068758071,0.0013835874,0.2424271725,0.0425720879
2,2022,1,STONELAKE RANCH,,Non-Point Source,0.0000500016,0,0.0895746254,0.0177542325
2,2022,1,TEMPLE TERRACE,,Non-Point Source,0.0003827949,0,1.5877656534,0.2592695352
2,2022,1,Tampa,,Non-Point Source,0.842158254,0.1646149479,38.709606901,7.0878466387
2,2022,1,ZEPHYRHILLS,,Non-Point Source,0.0003477902,0,1.6325156406,0.269112868
2,2022,1,Lakeland,City of Lakeland,PS - Domestic - REUSE,0,0,0,0
2,2022,1,Zephyrhills,City of Zephyrhills WWTF,PS - Domestic - REUSE,0.1339587695,0.0457692462,0.0122795539,0.0223264616
2,2022,1,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - REUSE,0.0651321627,0.0014116836,0.0021905436,0.0053059834
2,2022,1,Tampa,Howard F. Curren,PS - Domestic - REUSE,0.2783951948,0.062671904,0.0175921134,0.0483783119
2,2022,1,Polk Co.,NW Regional WWTP,PS - Domestic - REUSE,0.0216441204,0.0033693425,0.0019635903,0.0022313526
2,2022,1,Pasco Co.,Pasco Reuse,PS - Domestic - REUSE,0.2329272479,0,0,0
2,2022,1,Plant City,Plant City WRF,PS - Domestic - REUSE,0.0820990301,0.0025240802,0.0252408021,0.0132846327
2,2022,1,Hillsborough Co.,South County Regional WWTP,PS - Domestic - REUSE,0,0,0,0
2,2022,1,Polk Co.,Southwest Regional WWTF,PS - Domestic - REUSE,0.1263186181,0.0380338905,0.0095660997,0.0195932163
2,2022,1,Hillsborough Co.,Valrico AWTP,PS - Domestic - REUSE,0.7092131169,0.0142360297,0.0138046349,0.0332174027
2,2022,1,Lakeland,City of Lakeland,PS - Domestic - SW,0,0,0,0
2,2022,1,Mulberry,City of Mulberry,PS - Domestic - SW,0.0730848829,0.128629394,0.0701614876,0.055544511
2,2022,1,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - SW,1.4623198503,0.2479957641,0.359166279,0.9235704318
2,2022,1,Tampa,Howard F. Curren,PS - Domestic - SW,13.455767748,18.174852171,5.1017128902,14.029710448
2,2022,1,Plant City,Plant City WRF,PS - Domestic - SW,0.5048250975,0.0931230762,0.9312307624,0.4901214539
2,2022,1,Hillsborough Co.,South County Regional WWTP,PS - Domestic - SW,0.137746248,0.0141797608,0.0830528848,0.0992583258
2,2022,1,Hillsborough Co.,Valrico AWTP,PS - Domestic - SW,0.4846368538,0.0554927695,0.0591922875,0.1331826468
2,2022,1,Alpha/Owens Corning,Alpha/Owens Corning,PS - Industrial,0,0,0,0
2,2022,1,Cytech Brewster,Brewster Phosphogypsum,PS - Industrial,0,0,0,0
2,2022,1,Busch Gardens,Busch Gardens,PS - Industrial,0.0454031751,0.0080716756,0.5044797229,0.968601068
2,2022,1,CSX,CSX - Rockport Newport,PS - Industrial,0.0190452954,0,0,0.0184394724
2,2022,1,CSX,CSX Winston Yard,PS - Industrial,0.0003477029,0,0,0.0397374797
2,2022,1,Coronet,Coronet Industries,PS - Industrial,0,0,0,0
2,2022,1,Estech Agricola,Estech Agricola,PS - Industrial,0.0014332398,0.0015884644,0.0094686963,0.004967185
2,2022,1,Kerry,Kerry I and F,PS - Industrial,0.025870755,0.0106070096,0,0.5174151004
2,2022,1,Kinder Morgan,Kinder Morgan Port Sutton,PS - Industrial,0,0,0,0
2,2022,1,Kinder Morgan,Kinder Morgan Tampaplex,PS - Industrial,0,0,0,0
2,2022,1,Lowry Park Zoo,Lowry Park Zoo,PS - Industrial,0.0124179624,0.0018564854,0.031044906,0.0596062196
2,2022,1,Mosaic,Mosaic - Bartow,PS - Industrial,1.1769123874,0.424849539,2.2113286562,2.5332643317
2,2022,1,Mosaic,Mosaic - Black Point,PS - Industrial,0.0009960241,0.0000724381,0.001060701,0.0003169167
2,2022,1,Mosaic,Mosaic - Bonnie,PS - Industrial,0.2474925779,0.4155360671,1.2550420676,2.4463385948
2,2022,1,Mosaic,Mosaic - Ft. Lonesome,PS - Industrial,0,0,0,0
2,2022,1,Mosaic,Mosaic - Green Bay,PS - Industrial,0.2133949228,1.9205543051,3.5868508299,4.358704806
2,2022,1,Mosaic,Mosaic - Hookers Prairie,PS - Industrial,0,0,0,0
2,2022,1,Mosaic,Mosaic - Mulberry Phospho Stack,PS - Industrial,0,0,0,0
2,2022,1,Mosaic,Mosaic - Mulberry Plant,PS - Industrial,0,0,0,0
2,2022,1,Mosaic,Mosaic - New Wales Chemical Plant,PS - Industrial,0.5345544756,0.1924396112,3.4924225741,6.842297288
2,2022,1,Mosaic,Mosaic - Nichols Mine,PS - Industrial,0,0,0,0
2,2022,1,Mosaic,Mosaic - Plant City,PS - Industrial,0.9164456259,0.2757822485,5.0913645881,4.0730916705
2,2022,1,Mosaic,Mosaic - Port Sutton,PS - Industrial,0.0018626944,0.010244819,0.2235233234,0.1490155489
2,2022,1,Mosaic,Mosaic - Riverview,PS - Industrial,0.1074153748,0.1102094164,0.1189019901,0.0186269436
2,2022,1,Mosaic,Mosaic - Riverview Stack Closure,PS - Industrial,0,0,0,0
2,2022,1,Mosaic,Mosaic - South Pierce,PS - Industrial,0.2085312208,0.6383608801,1.5235546339,4.0855096329
2,2022,1,Mosaic,Mosaic - Tampa Ammonia Terminal,PS - Industrial,0,0,0,0
2,2022,1,Mosaic,Mosaic - Tampa Marine Terminal,PS - Industrial,0,0,0,0
2,2022,1,TECO,TECO - Bayside (fka Gannon),PS - Industrial,0,0,0,0
2,2022,1,Trademark Nitrogen,Trademark Nitrogen Corporation,PS - Industrial,0.0052291264,0.0018109076,0.0201015767,0.0149176788
2,2022,1,Springs,,Springs,11.263207164,0.4317704178,27.128388735,0
2,2022,2,Atmospheric Deposition,,Atmospheric Deposition,0.9801663663,0.0170214512,0,0
2,2022,2,Ground Water,,Ground Water,1.7256819188,0.2053736832,0,0
2,2022,2,CSX,CSX Newport,Material Losses,0.0504270833,0,0,0
2,2022,2,CSX,CSX Rockport,Material Losses,0.0460771667,0,0,0
2,2022,2,Kinder Morgan,Kinder Morgan Port Sutton,Material Losses,0.0175665,0,0,0
2,2022,2,Kinder Morgan,Kinder Morgan Tampaplex,Material Losses,0.00481475,0,0,0
2,2022,2,Mosaic,Mosaic All,Material Losses,0.25,0,0,0
2,2022,2,ALAFIA PRESERVE,,Non-Point Source,0.0105849157,0,0.3534599939,0.0452722464
2,2022,2,BLOOMINGDALE,,Non-Point Source,0.0025884323,0.0004871001,0.0835633088,0.0157954326
2,2022,2,CITY OF PLANT CITY,,Non-Point Source,0.1369888953,0,9.6618568084,0.9627517285
2,2022,2,Conservation,,Non-Point Source,0.7696038333,0.0150967746,23.413941889,4.110762092
2,2022,2,DONALDSON KNOLL,,Non-Point Source,0.0015261835,0,0.0956018159,0.0100081884
2,2022,2,EAGLE RIDGE,,Non-Point Source,0.0231846016,0,0.8125219766,0.0979341074
2,2022,2,FDACS (Agriculture),,Non-Point Source,2.0427482837,0,21.975579989,5.8589899945
2,2022,2,HILLSBOROUGH,,Non-Point Source,3.1770347043,0.2471230385,138.48815881,21.971472393
2,2022,2,LAKE ST. CHARLES,,Non-Point Source,0.0081097053,0.0015983728,0.2612673103,0.0474321603
2,2022,2,LIVE OAK I,,Non-Point Source,0,0,0.0689773982,0.0109029448
2,2022,2,LIVE OAK II,,Non-Point Source,0,0,0.0690459134,0.0101822064
2,2022,2,Lakeland,,Non-Point Source,0.2241986423,0,13.171120635,1.4718416333
2,2022,2,MAGNOLIA PARK,,Non-Point Source,0.0078627539,0.0015465685,0.2687753165,0.047989604
2,2022,2,MSGP COT,,Non-Point Source,0.0039434068,0.001191955,1.7967523352,0.3929958705
2,2022,2,MacDill AFB,,Non-Point Source,0.0149023159,0.0022530355,0.3126829158,0.1221137453
2,2022,2,Mulberry,,Non-Point Source,0.0532823213,0,2.6656367434,0.2541448856
2,2022,2,None,,Non-Point Source,0.0004385925,0.0000369234,0.006891263,0.0021615314
2,2022,2,PALM RIVER,,Non-Point Source,0.0005084531,0.0001019364,0.0183619935,0.0033545111
2,2022,2,PANTHER TRACE,,Non-Point Source,0.0077666383,0.0015397636,0.2624381766,0.0463848656
2,2022,2,PANTHER TRACE II,,Non-Point Source,0.0142176339,0.001840839,0.7667312768,0.1460838376
2,2022,2,PASCO,,Non-Point Source,0,0,9.5968486688,1.6258015849
2,2022,2,POLK,,Non-Point Source,1.4695596384,0,63.565022872,7.0396642231
2,2022,2,RIVERCREST,,Non-Point Source,0.0097757378,0.0021539027,0.3088124352,0.0572102623
2,2022,2,SAN ANTONIO,,Non-Point Source,0,0,0.0794944109,0.0118313286
2,2022,2,SPRING LAKE,,Non-Point Source,0.0081228377,0.0017319015,0.343810177,0.0593320629
2,2022,2,ST. LEO,,Non-Point Source,0,0,0.0029921769,0.0005062999
2,2022,2,STONE CREST,,Non-Point Source,0.000734448,0.0001445167,0.0241681902,0.0042790024
2,2022,2,STONE DAIRY CREEK,,Non-Point Source,0.0054020896,0.0010784879,0.1889687436,0.033184374
2,2022,2,STONELAKE RANCH,,Non-Point Source,0,0,0.0347440445,0.0060599558
2,2022,2,TEMPLE TERRACE,,Non-Point Source,0,0,0.6158596852,0.0884950632
2,2022,2,Tampa,,Non-Point Source,0.6250489762,0.1237143141,28.22485033,5.168524651
2,2022,2,ZEPHYRHILLS,,Non-Point Source,0,0,0.6332172298,0.0918548345
2,2022,2,Lakeland,City of Lakeland,PS - Domestic - REUSE,0,0,0,0
2,2022,2,Zephyrhills,City of Zephyrhills WWTF,PS - Domestic - REUSE,0.1310405483,0.0391165816,0.0097791454,0.0215141199
2,2022,2,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - REUSE,0.0524927175,0.0017590152,0.0017590152,0.0056936545
2,2022,2,Tampa,Howard F. Curren,PS - Domestic - REUSE,0.2570828668,0.0582484222,0.0161910868,0.0434395013
2,2022,2,Polk Co.,NW Regional WWTP,PS - Domestic - REUSE,0.0208107692,0.0022628148,0.000890872,0.0017817439
2,2022,2,Pasco Co.,Pasco Reuse,PS - Domestic - REUSE,0.2329272479,0,0,0
2,2022,2,Plant City,Plant City WRF,PS - Domestic - REUSE,0.0549251485,0.0021125057,0.0199514428,0.0117361428
2,2022,2,Hillsborough Co.,South County Regional WWTP,PS - Domestic - REUSE,0,0,0,0
2,2022,2,Polk Co.,Southwest Regional WWTF,PS - Domestic - REUSE,0.0808123106,0.0112915831,0.0106273723,0.023247377
2,2022,2,Hillsborough Co.,Valrico AWTP,PS - Domestic - REUSE,0.6164051214,0.0118997128,0.0122963699,0.038872395
2,2022,2,Lakeland,City of Lakeland,PS - Domestic - SW,0,0,0,0
2,2022,2,Mulberry,City of Mulberry,PS - Domestic - SW,0.0767610338,0.1279350563,0.0562914248,0.0639675281
2,2022,2,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - SW,1.1243844064,0.2357580207,0.2297129432,0.7435445268
2,2022,2,Tampa,Howard F. Curren,PS - Domestic - SW,12.524549921,17.026461874,4.7327792327,12.697700381
2,2022,2,Plant City,Plant City WRF,PS - Domestic - SW,0.3712710384,0.0856779319,0.8091804683,0.4759885108
2,2022,2,Hillsborough Co.,South County Regional WWTP,PS - Domestic - SW,0.1445666136,0.0132024305,0.09967835,0.1208022388
2,2022,2,Hillsborough Co.,Valrico AWTP,PS - Domestic - SW,0.3697848887,0.039936768,0.0458533262,0.1183311644
2,2022,2,Alpha/Owens Corning,Alpha/Owens Corning,PS - Industrial,0,0,0,0
2,2022,2,Cytech Brewster,Brewster Phosphogypsum,PS - Industrial,0,0,0,0
2,2022,2,Busch Gardens,Busch Gardens,PS - Industrial,0.00350507,0.0046734267,0.2920891696,0.5608112056
2,2022,2,CSX,CSX - Rockport Newport,PS - Industrial,0,0,0,0
2,2022,2,CSX,CSX Winston Yard,PS - Industrial,0.0001570271,0,0,0.0179459586
2,2022,2,Coronet,Coronet Industries,PS - Industrial,0,0,0,0
2,2022,2,Estech Agricola,Estech Agricola,PS - Industrial,0.0012945392,0.001434742,0.0085523709,0.0044864896
2,2022,2,Kerry,Kerry I and F,PS - Industrial,0.0245354902,0.010059551,0,0.4907098049
2,2022,2,Kinder Morgan,Kinder Morgan Port Sutton,PS - Industrial,0,0,0,0
2,2022,2,Kinder Morgan,Kinder Morgan Tampaplex,PS - Industrial,0,0,0,0
2,2022,2,Lowry Park Zoo,Lowry Park Zoo,PS - Industrial,0.0097324111,0.0018033585,0.0286247386,0.0549594982
2,2022,2,Mosaic,Mosaic - Bartow,PS - Industrial,0.9169263212,0.3385897654,1.7623492137,2.0189203402
2,2022,2,Mosaic,Mosaic - Black Point,PS - Industrial,0.0008645839,0.000065428,0.0009580525,0.0002862474
2,2022,2,Mosaic,Mosaic - Bonnie,PS - Industrial,0.4063778199,0.5775654404,4.1581113169,3.0844616309
2,2022,2,Mosaic,Mosaic - Ft. Lonesome,PS - Industrial,0.0010281539,0.0001495497,0.0224324482,0.0897297929
2,2022,2,Mosaic,Mosaic - Green Bay,PS - Industrial,0.2527622838,1.8434214836,3.4427966242,4.1836515939
2,2022,2,Mosaic,Mosaic - Hookers Prairie,PS - Industrial,0,0,0,0
2,2022,2,Mosaic,Mosaic - Mulberry Phospho Stack,PS - Industrial,0,0,0,0
2,2022,2,Mosaic,Mosaic - Mulberry Plant,PS - Industrial,0,0,0,0
2,2022,2,Mosaic,Mosaic - New Wales Chemical Plant,PS - Industrial,0.5627740448,0.2110402668,3.8299900274,7.5036539312
2,2022,2,Mosaic,Mosaic - Nichols Mine,PS - Industrial,0,0,0,0
2,2022,2,Mosaic,Mosaic - Plant City,PS - Industrial,0.7110385073,0.1222685264,2.2572651026,1.8058120821
2,2022,2,Mosaic,Mosaic - Port Sutton,PS - Industrial,0.002103042,0.0115667311,0.2523650425,0.1682433617
2,2022,2,Mosaic,Mosaic - Riverview,PS - Industrial,0.023974679,0.0497719945,0.0536976729,0.0084121681
2,2022,2,Mosaic,Mosaic - Riverview Stack Closure,PS - Industrial,0,0,0,0
2,2022,2,Mosaic,Mosaic - South Pierce,PS - Industrial,1.3188527021,1.0357481954,2.471985693,6.6287884504
2,2022,2,Mosaic,Mosaic - Tampa Ammonia Terminal,PS - Industrial,0,0,0,0
2,2022,2,Mosaic,Mosaic - Tampa Marine Terminal,PS - Industrial,0,0,0,0
2,2022,2,TECO,TECO - Bayside (fka Gannon),PS - Industrial,0,0,0,0
2,2022,2,Trademark Nitrogen,Trademark Nitrogen Corporation,PS - Industrial,0.0072793294,0.0018381686,0.0330878611,0.015142246
2,2022,2,Springs,,Springs,10.505295708,0.3380835899,21.653853619,0
2,2022,3,Atmospheric Deposition,,Atmospheric Deposition,3.1692650214,0.0575933762,0,0
2,2022,3,Ground Water,,Ground Water,1.7256819188,0.2053736832,0,0
2,2022,3,CSX,CSX Newport,Material Losses,0.0504270833,0,0,0
2,2022,3,CSX,CSX Rockport,Material Losses,0.0460771667,0,0,0
2,2022,3,Kinder Morgan,Kinder Morgan Port Sutton,Material Losses,0.0175665,0,0,0
2,2022,3,Kinder Morgan,Kinder Morgan Tampaplex,Material Losses,0.00481475,0,0,0
2,2022,3,Mosaic,Mosaic All,Material Losses,0.25,0,0,0
2,2022,3,ALAFIA PRESERVE,,Non-Point Source,0,0.0003339392,0.3009670747,0.0297835439
2,2022,3,BLOOMINGDALE,,Non-Point Source,0.0032414935,0.0006126164,0.1050959575,0.0198656101
2,2022,3,CITY OF PLANT CITY,,Non-Point Source,0,0,6.5558499064,0.2704329994
2,2022,3,Conservation,,Non-Point Source,0.0584367646,0.0385841268,19.285174352,2.4877719259
2,2022,3,DONALDSON KNOLL,,Non-Point Source,0,0.000047873,0.0814038346,0.0065841512
2,2022,3,EAGLE RIDGE,,Non-Point Source,0,0.0011445919,0.691853015,0.0644285411
2,2022,3,FDACS (Agriculture),,Non-Point Source,0,0.028828762,15.853308782,2.6722893814
2,2022,3,HILLSBOROUGH,,Non-Point Source,1.3754357685,0.4413240007,129.71862634,18.908223961
2,2022,3,LAKE ST. CHARLES,,Non-Point Source,0.0101630199,0.0020143112,0.3293430951,0.0598038714
2,2022,3,LIVE OAK I,,Non-Point Source,0,0,0,0
2,2022,3,LIVE OAK II,,Non-Point Source,0,0,0,0
2,2022,3,Lakeland,,Non-Point Source,0,0.0008172258,9.4966504922,0.6167124689
2,2022,3,MAGNOLIA PARK,,Non-Point Source,0.0098465258,0.0019450893,0.3380335177,0.0603555969
2,2022,3,MSGP COT,,Non-Point Source,0,0,0.6923941912,0.1183984569
2,2022,3,MacDill AFB,,Non-Point Source,0.0186621685,0.0028335992,0.3932552562,0.1535800959
2,2022,3,Mulberry,,Non-Point Source,0,0.0019231442,2.2697586908,0.1671959304
2,2022,3,None,,Non-Point Source,0.0005492494,0.0000464378,0.0086670082,0.0027185162
2,2022,3,PALM RIVER,,Non-Point Source,0.0007176293,0.0001445879,0.0260448902,0.0047580822
2,2022,3,PANTHER TRACE,,Non-Point Source,0.0097261602,0.0019365309,0.3300634194,0.0583373484
2,2022,3,PANTHER TRACE II,,Non-Point Source,0.0113199619,0.0021568882,0.6992411099,0.1353523079
2,2022,3,PASCO,,Non-Point Source,0,0,0,0
2,2022,3,POLK,,Non-Point Source,0,0.0315496461,51.364816566,3.9213237216
2,2022,3,RIVERCREST,,Non-Point Source,0.0123017815,0.0027456368,0.3933848245,0.0728536379
2,2022,3,SAN ANTONIO,,Non-Point Source,0,0,0,0
2,2022,3,SPRING LAKE,,Non-Point Source,0.009535196,0.0021849806,0.4013837627,0.0695064676
2,2022,3,ST. LEO,,Non-Point Source,0,0,0,0
2,2022,3,STONE CREST,,Non-Point Source,0.0009197491,0.0001817559,0.0303958655,0.0053816186
2,2022,3,STONE DAIRY CREEK,,Non-Point Source,0.0067650362,0.0013563934,0.2376623344,0.0417353454
2,2022,3,STONELAKE RANCH,,Non-Point Source,0,0,0,0
2,2022,3,TEMPLE TERRACE,,Non-Point Source,0,0,0,0
2,2022,3,Tampa,,Non-Point Source,0.7887059385,0.1557702967,33.884805806,6.111493134
2,2022,3,ZEPHYRHILLS,,Non-Point Source,0,0,0,0
2,2022,3,Lakeland,City of Lakeland,PS - Domestic - REUSE,0,0,0,0
2,2022,3,Zephyrhills,City of Zephyrhills WWTF,PS - Domestic - REUSE,0.1147238631,0.0573619316,0.01404782,0.0491673699
2,2022,3,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - REUSE,0.0612773869,0.0026498329,0.0020425796,0.0096608493
2,2022,3,Tampa,Howard F. Curren,PS - Domestic - REUSE,0.3979336054,0.0743687192,0.0355994524,0.0682729225
2,2022,3,Polk Co.,NW Regional WWTP,PS - Domestic - REUSE,0.0266881415,0.0032183866,0.0011857214,0.0022585169
2,2022,3,Pasco Co.,Pasco Reuse,PS - Domestic - REUSE,0.2329272479,0,0,0
2,2022,3,Plant City,Plant City WRF,PS - Domestic - REUSE,0.0652331088,0.0021214019,0.0198881429,0.0132587619
2,2022,3,Hillsborough Co.,South County Regional WWTP,PS - Domestic - REUSE,0,0,0,0
2,2022,3,Polk Co.,Southwest Regional WWTF,PS - Domestic - REUSE,0.0766847985,0.0141197407,0.0066947046,0.0121721902
2,2022,3,Hillsborough Co.,Valrico AWTP,PS - Domestic - REUSE,0.609675387,0.01404782,0.0177939053,0.0449530239
2,2022,3,Lakeland,City of Lakeland,PS - Domestic - SW,0,0,0,0
2,2022,3,Mulberry,City of Mulberry,PS - Domestic - SW,0.1029009281,0.1029009281,0.066746548,0.066746548
2,2022,3,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - SW,1.3252604709,0.3399882883,0.2567258504,1.2142438869
2,2022,3,Tampa,Howard F. Curren,PS - Domestic - SW,17.345823827,19.450280394,9.3106260245,17.855995116
2,2022,3,Plant City,Plant City WRF,PS - Domestic - SW,0.4446458407,0.086760164,0.8133765379,0.5422510252
2,2022,3,Hillsborough Co.,South County Regional WWTP,PS - Domestic - SW,0.1303886053,0.0144876228,0.0620070256,0.1512507822
2,2022,3,Hillsborough Co.,Valrico AWTP,PS - Domestic - SW,0.1433640825,0.0186437596,0.0276441953,0.105433675
2,2022,3,Alpha/Owens Corning,Alpha/Owens Corning,PS - Industrial,0,0,0,0
2,2022,3,Cytech Brewster,Brewster Phosphogypsum,PS - Industrial,0.0048261893,0.0185622667,0.1124343013,0.1018272918
2,2022,3,Busch Gardens,Busch Gardens,PS - Industrial,0.0648579828,0.0112796492,0.7049780743,1.3535579027
2,2022,3,CSX,CSX - Rockport Newport,PS - Industrial,0.0033231402,0,0,0.0058885177
2,2022,3,CSX,CSX Winston Yard,PS - Industrial,0.0001890635,0,0,0.0216072546
2,2022,3,Coronet,Coronet Industries,PS - Industrial,0,0,0,0
2,2022,3,Estech Agricola,Estech Agricola,PS - Industrial,0.0014332398,0.0015884644,0.0094686963,0.004967185
2,2022,3,Kerry,Kerry I and F,PS - Industrial,0.0219901418,0.0351842268,0,0.4398028354
2,2022,3,Kinder Morgan,Kinder Morgan Port Sutton,PS - Industrial,0,0,0,0
2,2022,3,Kinder Morgan,Kinder Morgan Tampaplex,PS - Industrial,0,0,0,0
2,2022,3,Lowry Park Zoo,Lowry Park Zoo,PS - Industrial,0.0097274039,0.0025870755,0.05174151,0.0993436993
