bayseg,YEAR,MONTH,entity,facname,source,tnloadtons,tploadtons,tssloadtons,bodloadtons
2,2023,7,Mulberry,,Non-Point Source,0.3409740647,0.200905521,10.914678031,1.5983158049
2,2023,7,None,,Non-Point Source,0.0032092063,0.0002663028,0.0489784242,0.0153126677
2,2023,7,PALM RIVER,,Non-Point Source,0.0125749906,0.0025046672,0.4405617971,0.0801797938
2,2023,7,PANTHER TRACE,,Non-Point Source,0.0561178104,0.0110741612,1.8478970501,0.3274717948
2,2023,7,PANTHER TRACE II,,Non-Point Source,0.0383973952,0.0078465374,1.1232077495,0.2412593988
2,2023,7,PASCO,,Non-Point Source,4.0661280486,0.4082835073,143.22177962,28.608132954
2,2023,7,POLK,,Non-Point Source,11.142502773,5.9029837513,288.9879264,49.020387164
2,2023,7,RIVERCREST,,Non-Point Source,0.0690458658,0.014776048,2.1093336403,0.3899180761
2,2023,7,SAN ANTONIO,,Non-Point Source,0.0298922339,0.0030391523,1.1921162693,0.2090817746
2,2023,7,SPRING LAKE,,Non-Point Source,0.0503470079,0.011244914,1.7952864191,0.3122475145
2,2023,7,ST. LEO,,Non-Point Source,0.0006637626,0.0000629709,0.044757695,0.0089574717
2,2023,7,STONE CREST,,Non-Point Source,0.005387873,0.001055821,0.1728604589,0.0306602943
2,2023,7,STONE DAIRY CREEK,,Non-Point Source,0.0396684691,0.0078877095,1.3532082035,0.2380416376
2,2023,7,STONELAKE RANCH,,Non-Point Source,0.0253093027,0.0027670491,0.5417073308,0.1110926854
2,2023,7,TEMPLE TERRACE,,Non-Point Source,0.1900041141,0.0196879644,9.3773978677,1.5855761727
2,2023,7,Tampa,,Non-Point Source,4.6779591056,1.0142434165,222.58317659,40.765980645
2,2023,7,ZEPHYRHILLS,,Non-Point Source,0.173299688,0.0179091828,9.6768547006,1.6527041036
2,2023,7,Lakeland,City of Lakeland,PS - Domestic - REUSE,0,0,0,0
2,2023,7,Zephyrhills,City of Zephyrhills WWTF,PS - Domestic - REUSE,0.0763665882,0.0474398503,0.0150419037,0.0242984599
2,2023,7,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - REUSE,0.1385140587,0.0031302612,0.0067496257,0.0089016803
2,2023,7,Tampa,Howard F. Curren,PS - Domestic - REUSE,0.4197271295,0.0721069684,0.0107622341,0.0427798805
2,2023,7,Polk Co.,NW Regional WWTP,PS - Domestic - REUSE,0.0146462105,0.0041475994,0.0014473394,0.002160208
2,2023,7,Pasco Co.,Pasco Reuse,PS - Domestic - REUSE,0.1635309152,0,0,0
2,2023,7,Plant City,Plant City WRF,PS - Domestic - REUSE,0.0511682141,0.001109338,0.0124800522,0.0069333623
2,2023,7,Polk Co.,Southwest Regional WWTF,PS - Domestic - REUSE,0.0222643718,0.0049775333,0.0020179189,0.0040358378
2,2023,7,Hillsborough Co.,Valrico AWTP,PS - Domestic - REUSE,1.1062697038,0.0145988671,0.0556919743,0.0740757329
2,2023,7,Lakeland,City of Lakeland,PS - Domestic - SW,2.2441883698,3.4909596864,7.4450058617,4.1855894199
2,2023,7,Mulberry,City of Mulberry,PS - Domestic - SW,0.0839376647,0.0639525064,0.0879346963,0.0479643798
2,2023,7,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - SW,1.4019103438,0.1903828862,0.3923041291,0.5192260533
2,2023,7,Tampa,Howard F. Curren,PS - Domestic - SW,16.883254727,17.402739488,2.5974238041,10.324759621
2,2023,7,Plant City,Plant City WRF,PS - Domestic - SW,0.9062628967,0.1178878565,1.3262383854,0.736799103
2,2023,7,Hillsborough Co.,Valrico AWTP,PS - Domestic - SW,0,0,0,0
2,2023,7,Alpha/Owens Corning,Alpha/Owens Corning,PS - Industrial,0,0,0,0
2,2023,7,Cytech Brewster,Brewster Phosphogypsum,PS - Industrial,0.2345830712,0.3067624777,0.3608970325,1.7323057562
2,2023,7,Busch Gardens,Busch Gardens,PS - Industrial,0.6372743084,0.1724027115,0.7696549619,1.4777375268
2,2023,7,CSX,CSX - Rockport Newport,PS - Industrial,0.0203761405,0,0,0.0177056109
2,2023,7,CSX,CSX Winston Yard,PS - Industrial,0.0019791128,0,0,0.6333160829
2,2023,7,Coronet,Coronet Industries,PS - Industrial,2.2321416786,3.8983347204,1.6751313876,16.081261321
2,2023,7,Estech Agricola,Estech Agricola,PS - Industrial,0.0009869693,0.0270711581,0.2960907912,0.1353557903
2,2023,7,Kerry,Kerry I and F,PS - Industrial,0.0031044906,0.0062089812,0,0.3104490603
2,2023,7,Kinder Morgan,Kinder Morgan Port Sutton,PS - Industrial,1.1667710515,0.0096523787,0.5886890305,0.8379537551
2,2023,7,Kinder Morgan,Kinder Morgan Tampaplex,PS - Industrial,0,0,0,0
2,2023,7,Lowry Park Zoo,Lowry Park Zoo,PS - Industrial,0.0078000326,0.0015716484,0.0582091988,0.1117616617
2,2023,7,Mosaic,Mosaic - Bartow,PS - Industrial,0.90185452,0.5831268182,3.0351569791,3.4770294748
2,2023,7,Mosaic,Mosaic - Black Point,PS - Industrial,0.0019403066,0.0004346287,0.0063642057,0.0019015005
2,2023,7,Mosaic,Mosaic - Bonnie,PS - Industrial,0.3911528805,0.9422646394,2.8234565907,5.3645597612
2,2023,7,Mosaic,Mosaic - Ft. Lonesome,PS - Industrial,0,0,0,0
2,2023,7,Mosaic,Mosaic - Green Bay,PS - Industrial,0.2893902657,1.800177682,3.3620339688,4.0855096329
2,2023,7,Mosaic,Mosaic - Hookers Prairie,PS - Industrial,0,0,0,0
2,2023,7,Mosaic,Mosaic - Mulberry Phospho Stack,PS - Industrial,0,0,0,0
2,2023,7,Mosaic,Mosaic - Mulberry Plant,PS - Industrial,0,0,0,0
2,2023,7,Mosaic,Mosaic - New Wales Chemical Plant,PS - Industrial,0.6753301891,0.3506522136,6.3636883201,12.46763426
2,2023,7,Mosaic,Mosaic - Nichols Mine,PS - Industrial,0.0368658259,0.0103224313,0.0958511474,0.0909357039
2,2023,7,Mosaic,Mosaic - Plant City,PS - Industrial,1.0546730699,0.320344624,5.9140545978,4.7312436783
2,2023,7,Mosaic,Mosaic - Port Sutton,PS - Industrial,0,0,0,0
2,2023,7,Mosaic,Mosaic - Riverview,PS - Industrial,0.1209716505,0.9505562164,1.0074848128,0.1606573887
2,2023,7,Mosaic,Mosaic - Riverview Stack Closure,PS - Industrial,0,0,0,0
2,2023,7,Mosaic,Mosaic - South Pierce,PS - Industrial,0.7132567159,1.7831417898,4.2557650717,11.412107455
2,2023,7,Mosaic,Mosaic - Tampa Ammonia Terminal,PS - Industrial,0,0,0,0
2,2023,7,Mosaic,Mosaic - Tampa Marine Terminal,PS - Industrial,0,0,0,0
2,2023,7,TECO,TECO - Bayside (fka Gannon),PS - Industrial,0,0,0,0
2,2023,7,Trademark Nitrogen,Trademark Nitrogen Corporation,PS - Industrial,0.0030672367,0.0017936608,0.0134527926,0.0147756057
2,2023,7,Springs,,Springs,10.482408562,0.5324470931,26.101863532,0
2,2023,8,Atmospheric Deposition,,Atmospheric Deposition,15.265824372,0.2409018141,0,0
2,2023,8,Ground Water,,Ground Water,1.7302180305,0.2058827033,0,0
2,2023,8,CSX,CSX Newport,Material Losses,0.0610670833,0,0,0
2,2023,8,CSX,CSX Rockport,Material Losses,0.0625291667,0,0,0
2,2023,8,Kinder Morgan,Kinder Morgan Port Sutton,Material Losses,0.011059,0,0,0
2,2023,8,Kinder Morgan,Kinder Morgan Tampaplex,Material Losses,0.00278075,0,0,0
2,2023,8,Mosaic,Mosaic All,Material Losses,0.1325,0,0,0
2,2023,8,ALAFIA PRESERVE,,Non-Point Source,0.0327790335,0.0162570714,1.2544916541,0.2107011759
2,2023,8,BLOOMINGDALE,,Non-Point Source,0.0409433463,0.0075648241,1.2700822789,0.2405575926
2,2023,8,CITY OF PLANT CITY,,Non-Point Source,0.8772926687,0.3403805329,48.89945115,7.1501787521
2,2023,8,Conservation,,Non-Point Source,6.9009045454,1.7357330705,127.56753724,30.769285966
2,2023,8,DONALDSON KNOLL,,Non-Point Source,0.0045894536,0.0022642578,0.3334700836,0.045660484
2,2023,8,EAGLE RIDGE,,Non-Point Source,0.0737843099,0.0588227659,2.8624525839,0.457668913
2,2023,8,FDACS (Agriculture),,Non-Point Source,14.800265392,7.8300329505,125.42766014,40.131992974
2,2023,8,HILLSBOROUGH,,Non-Point Source,27.472674229,9.1855063439,1085.51525,206.40893573
2,2023,8,LAKE ST. CHARLES,,Non-Point Source,0.1278690841,0.0245958452,3.9405565303,0.7152877769
2,2023,8,LIVE OAK I,,Non-Point Source,0.0225322762,0.0034830234,0.8711925343,0.1843943268
2,2023,8,LIVE OAK II,,Non-Point Source,0.0196036123,0.0031707001,0.8739412629,0.1725161882
2,2023,8,Lakeland,,Non-Point Source,1.1179724885,0.4782338162,61.435092035,9.3600026607
2,2023,8,MAGNOLIA PARK,,Non-Point Source,0.1243530378,0.0240181449,4.086580529,0.7309513661
2,2023,8,MSGP COT,,Non-Point Source,0.7605777685,0.1154093371,24.6850747,6.334164948
2,2023,8,MacDill AFB,,Non-Point Source,0.2197843102,0.0352421551,4.790194623,1.8735402832
2,2023,8,Mulberry,,Non-Point Source,0.1605471433,0.0911338474,9.3375010003,1.164321761
2,2023,8,None,,Non-Point Source,0.0069229913,0.000566419,0.1041758054,0.0325696369
2,2023,8,PALM RIVER,,Non-Point Source,0.0126620801,0.0024811943,0.4364330023,0.0794283761
2,2023,8,PANTHER TRACE,,Non-Point Source,0.1210589407,0.0235544464,3.9304278725,0.6965237971
2,2023,8,PANTHER TRACE II,,Non-Point Source,0.0778328454,0.0155771267,2.0433064123,0.4491179836
2,2023,8,PASCO,,Non-Point Source,3.6105678022,0.5577705086,121.55289378,27.575601806
2,2023,8,POLK,,Non-Point Source,5.7556494181,2.7916316134,246.95066787,37.516266486
2,2023,8,RIVERCREST,,Non-Point Source,0.1502235988,0.031149592,4.4480585801,0.822490986
2,2023,8,SAN ANTONIO,,Non-Point Source,0.0265431723,0.0041518932,1.0117538174,0.2015355483
2,2023,8,SPRING LAKE,,Non-Point Source,0.1089103311,0.023611061,3.7468971285,0.6520912761
2,2023,8,ST. LEO,,Non-Point Source,0.0005893961,0.0000860267,0.0379860337,0.0086341766
2,2023,8,STONE CREST,,Non-Point Source,0.0116228733,0.0022457033,0.367669598,0.0652136305
2,2023,8,STONE DAIRY CREEK,,Non-Point Source,0.0855739526,0.0167769482,2.8782378543,0.5063082313
2,2023,8,STONELAKE RANCH,,Non-Point Source,0.0224737029,0.0037801634,0.4597491653,0.1070831033
2,2023,8,TEMPLE TERRACE,,Non-Point Source,0.1689174405,0.0269124817,7.9660946378,1.5294467103
2,2023,8,Tampa,,Non-Point Source,11.217958018,2.4726546313,509.51078228,94.95104221
2,2023,8,ZEPHYRHILLS,,Non-Point Source,0.1538835634,0.0244663667,8.2127850576,1.5930543365
2,2023,8,Lakeland,City of Lakeland,PS - Domestic - REUSE,0,0,0,0
2,2023,8,Zephyrhills,City of Zephyrhills WWTF,PS - Domestic - REUSE,0.0753553004,0.0430269462,0.0127917948,0.0232578088
2,2023,8,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - REUSE,0.1547161197,0.0044890642,0.006577001,0.0060550168
2,2023,8,Tampa,Howard F. Curren,PS - Domestic - REUSE,0.4268674578,0.0708858688,0.0150050379,0.054069878
2,2023,8,Polk Co.,NW Regional WWTP,PS - Domestic - REUSE,0.0158189319,0.0059678658,0.0010218948,0.0020437896
2,2023,8,Pasco Co.,Pasco Reuse,PS - Domestic - REUSE,0.1635309152,0,0,0
2,2023,8,Plant City,Plant City WRF,PS - Domestic - REUSE,0.0258479888,0.0010301735,0.0149843413,0.0093652133
2,2023,8,Hillsborough Co.,South County Regional WWTP,PS - Domestic - REUSE,0,0,0,0
2,2023,8,Polk Co.,Southwest Regional WWTF,PS - Domestic - REUSE,0.0231388033,0.0096560006,0.0024473734,0.0063186732
2,2023,8,Hillsborough Co.,Valrico AWTP,PS - Domestic - REUSE,1.8978061502,0.0267296641,0.0768477843,0.0796321243
2,2023,8,Lakeland,City of Lakeland,PS - Domestic - SW,1.7957314306,3.2134141389,8.0807914376,3.2921742894
2,2023,8,Mulberry,City of Mulberry,PS - Domestic - SW,0.1159139179,0.0839376647,0.0519614115,0.0343744722
2,2023,8,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - SW,1.4844147687,0.2524106084,0.3786159127,0.3365474779
2,2023,8,Tampa,Howard F. Curren,PS - Domestic - SW,19.671475349,19.599942712,4.1488929827,14.950321265
2,2023,8,Plant City,Plant City WRF,PS - Domestic - SW,0.2802578891,0.0670181909,0.9748100492,0.6092562807
2,2023,8,Hillsborough Co.,South County Regional WWTP,PS - Domestic - SW,0.1183276593,0.0436685409,0.0643289259,0.0878066361
2,2023,8,Hillsborough Co.,Valrico AWTP,PS - Domestic - SW,0,0,0,0
2,2023,8,Alpha/Owens Corning,Alpha/Owens Corning,PS - Industrial,0,0,0,0
2,2023,8,Cytech Brewster,Brewster Phosphogypsum,PS - Industrial,0.0531074859,0.2904315636,0.3485178763,1.5932245772
2,2023,8,Busch Gardens,Busch Gardens,PS - Industrial,0.2295382739,0.0407464392,0.6791073193,1.3038860531
2,2023,8,CSX,CSX - Rockport Newport,PS - Industrial,0.172342249,0,0,0.4448835178
2,2023,8,CSX,CSX Winston Yard,PS - Industrial,0.0026000109,0,0,0.8320034815
2,2023,8,Coronet,Coronet Industries,PS - Industrial,0,0,0,0
2,2023,8,Estech Agricola,Estech Agricola,PS - Industrial,0.0009869693,0.0270711581,0.2960907912,0.1353557903
2,2023,8,Kerry,Kerry I and F,PS - Industrial,0.0095075025,0.0252239861,0,0.5432858554
2,2023,8,Kinder Morgan,Kinder Morgan Port Sutton,PS - Industrial,1.7881865871,0.0019206449,0.0517911819,0.2980310978
2,2023,8,Kinder Morgan,Kinder Morgan Tampaplex,PS - Industrial,0,0,0,0
2,2023,8,Lowry Park Zoo,Lowry Park Zoo,PS - Industrial,0.0135930121,0.0026543395,0.0698510386,0.134113994
2,2023,8,Mosaic,Mosaic - Bartow,PS - Industrial,0.3314043718,0.2186725568,1.1381838672,1.3038860531
2,2023,8,Mosaic,Mosaic - Black Point,PS - Industrial,0.0029492661,0.0008692574,0.0127284115,0.003803001
2,2023,8,Mosaic,Mosaic - Bonnie,PS - Industrial,1.2134418935,1.8264623691,8.9141178977,12.070259463
2,2023,8,Mosaic,Mosaic - Ft. Lonesome,PS - Industrial,0,0,0,0
2,2023,8,Mosaic,Mosaic - Green Bay,PS - Industrial,0.7557494311,5.6084563041,10.474421939,12.72841147
2,2023,8,Mosaic,Mosaic - Hookers Prairie,PS - Industrial,0,0,0,0
2,2023,8,Mosaic,Mosaic - Mulberry Phospho Stack,PS - Industrial,0.3340043827,1.3028124167,1.3242980788,1.8751123239
2,2023,8,Mosaic,Mosaic - Mulberry Plant,PS - Industrial,0.0219384003,0.0457394949,0.1049317824,0.1986873986
2,2023,8,Mosaic,Mosaic - New Wales Chemical Plant,PS - Industrial,0.9066664805,0.3709090147,6.7313117489,13.18787608
2,2023,8,Mosaic,Mosaic - Nichols Mine,PS - Industrial,0.1453548371,0.0556868002,0.517091716,0.4905741921
2,2023,8,Mosaic,Mosaic - Plant City,PS - Industrial,0.9609045184,0.3489318083,6.4418180003,5.1534544002
2,2023,8,Mosaic,Mosaic - Port Sutton,PS - Industrial,0,0,0,0
2,2023,8,Mosaic,Mosaic - Riverview,PS - Industrial,1.1951383343,1.6669174229,1.7839567186,0.2817325222
2,2023,8,Mosaic,Mosaic - Riverview Stack Closure,PS - Industrial,0,0,0,0
2,2023,8,Mosaic,Mosaic - South Pierce,PS - Industrial,0.758284765,1.8646346681,4.450261408,11.933661876
2,2023,8,Mosaic,Mosaic - Tampa Ammonia Terminal,PS - Industrial,0,0,0,0
2,2023,8,Mosaic,Mosaic - Tampa Marine Terminal,PS - Industrial,0.0030010076,0.0327265051,0.0120687072,0.0124179624
2,2023,8,TECO,TECO - Bayside (fka Gannon),PS - Industrial,0.004077231,0.0020696604,0.0268227988,0.0198687399
2,2023,8,Trademark Nitrogen,Trademark Nitrogen Corporation,PS - Industrial,0.0007481822,0.0041564641,0.0311742598,0.0342396248
2,2023,8,Springs,,Springs,11.350759699,0.5987178126,28.857183651,0
2,2023,9,Atmospheric Deposition,,Atmospheric Deposition,3.9512524172,0.0766843641,0,0
2,2023,9,Ground Water,,Ground Water,1.7302180305,0.2058827033,0,0
2,2023,9,CSX,CSX Newport,Material Losses,0.0610670833,0,0,0
2,2023,9,CSX,CSX Rockport,Material Losses,0.0625291667,0,0,0
2,2023,9,Kinder Morgan,Kinder Morgan Port Sutton,Material Losses,0.011059,0,0,0
2,2023,9,Kinder Morgan,Kinder Morgan Tampaplex,Material Losses,0.00278075,0,0,0
2,2023,9,Mosaic,Mosaic All,Material Losses,0.1325,0,0,0
2,2023,9,ALAFIA PRESERVE,,Non-Point Source,0.0754661916,0.0275852084,1.8897721054,0.3779220214
2,2023,9,BLOOMINGDALE,,Non-Point Source,0.0203654606,0.0038454696,0.6456280618,0.1222839928
2,2023,9,CITY OF PLANT CITY,,Non-Point Source,1.5024670238,0.5375249382,66.577241849,10.074270595
2,2023,9,Conservation,,Non-Point Source,7.2240258569,2.0886351828,139.03333352,33.390490392
2,2023,9,DONALDSON KNOLL,,Non-Point Source,0.0105661623,0.0038420218,0.5023408964,0.0818984628
2,2023,9,EAGLE RIDGE,,Non-Point Source,0.169871417,0.0998112274,4.3120119838,0.8208931918
2,2023,9,FDACS (Agriculture),,Non-Point Source,21.410198575,11.820635931,155.20122608,53.167927426
2,2023,9,HILLSBOROUGH,,Non-Point Source,29.260763236,10.67564697,1139.1445942,220.83602282
2,2023,9,LAKE ST. CHARLES,,Non-Point Source,0.0628095411,0.0123557489,1.9755039823,0.3581842007
2,2023,9,LIVE OAK I,,Non-Point Source,0.0211773456,0.0035622216,1.0198459336,0.1970166718
2,2023,9,LIVE OAK II,,Non-Point Source,0.0184247907,0.0032427965,1.0230636835,0.1843254391
2,2023,9,Lakeland,,Non-Point Source,2.0792662838,0.7724573981,85.284281613,14.134346998
2,2023,9,MAGNOLIA PARK,,Non-Point Source,0.0618539305,0.0122092786,2.077354444,0.3715686154
2,2023,9,MSGP COT,,Non-Point Source,0.5149096281,0.0837750733,21.825578082,4.8196130455
2,2023,9,MacDill AFB,,Non-Point Source,0.1093220051,0.0179148427,2.4350265502,0.9523872601
2,2023,9,Mulberry,,Non-Point Source,0.3696229017,0.1546370869,14.066055255,2.0883738866
2,2023,9,None,,Non-Point Source,0.0034435365,0.0002879309,0.0529562726,0.0165563065
2,2023,9,PALM RIVER,,Non-Point Source,0.0107500576,0.0021601231,0.3799577405,0.069150193
2,2023,9,PANTHER TRACE,,Non-Point Source,0.0602154272,0.0119735641,1.9979764867,0.3540678557
2,2023,9,PANTHER TRACE II,,Non-Point Source,0.0509216588,0.0104032419,2.2832577578,0.4481006511
2,2023,9,PASCO,,Non-Point Source,3.3934539756,0.570453277,142.29371759,29.463234506
2,2023,9,POLK,,Non-Point Source,11.774165129,4.6218859243,360.33519194,61.927266864
2,2023,9,RIVERCREST,,Non-Point Source,0.0681952058,0.014507607,2.0780901125,0.3854653327
2,2023,9,SAN ANTONIO,,Non-Point Source,0.024947055,0.0042463003,1.1843914816,0.2153312614
2,2023,9,SPRING LAKE,,Non-Point Source,0.0512613978,0.0113993348,1.9358158505,0.335356209
2,2023,9,ST. LEO,,Non-Point Source,0.000553954,0.0000879828,0.0444676699,0.0092252119
2,2023,9,STONE CREST,,Non-Point Source,0.0057812853,0.001141571,0.1868995528,0.0331504112
2,2023,9,STONE DAIRY CREEK,,Non-Point Source,0.042564986,0.0085283204,1.4631108221,0.2573745083
2,2023,9,STONELAKE RANCH,,Non-Point Source,0.0211222945,0.003866118,0.5381971244,0.1144132631
2,2023,9,TEMPLE TERRACE,,Non-Point Source,0.1621422159,0.0283140338,9.453926311,1.6564872092
2,2023,9,Tampa,,Non-Point Source,5.9043811087,1.3179355071,280.53064452,51.798581105
2,2023,9,ZEPHYRHILLS,,Non-Point Source,0.1446301022,0.0250226909,9.6141497024,1.7021036868
2,2023,9,Lakeland,City of Lakeland,PS - Domestic - REUSE,0,0,0,0
2,2023,9,Zephyrhills,City of Zephyrhills WWTF,PS - Domestic - REUSE,0.0379010734,0.022294749,0.0111473745,0.022294749
2,2023,9,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - REUSE,0.0924149895,0.0037449211,0.0038053231,0.0027784899
2,2023,9,Tampa,Howard F. Curren,PS - Domestic - REUSE,0.4471593097,0.0861871685,0.0152095003,0.0532332512
2,2023,9,Polk Co.,NW Regional WWTP,PS - Domestic - REUSE,0.0181094451,0.0060150757,0.0010702982,0.0038530734
2,2023,9,Pasco Co.,Pasco Reuse,PS - Domestic - REUSE,0.1635309152,0,0,0
2,2023,9,Plant City,Plant City WRF,PS - Domestic - REUSE,0.0291947298,0.0013751141,0.0137511408,0.0116355807
2,2023,9,Polk Co.,Southwest Regional WWTF,PS - Domestic - REUSE,0.0392843242,0.0166958378,0.0034662639,0.0148471637
2,2023,9,Hillsborough Co.,Valrico AWTP,PS - Domestic - REUSE,0.7942739062,0.0079427391,0.0455383706,0.0381251475
2,2023,9,Lakeland,City of Lakeland,PS - Domestic - SW,1.8924315635,3.9110252312,5.2267157467,4.5057894368
2,2023,9,Mulberry,City of Mulberry,PS - Domestic - SW,0.0929970189,0.0783132791,0.0734186991,0.0244728997
2,2023,9,Hillsborough Co.,Falkenburg AWTP,PS - Domestic - SW,1.3196037885,0.4252751546,0.3940049226,0.287686134
2,2023,9,Tampa,Howard F. Curren,PS - Domestic - SW,21.213384867,24.5324859,4.3292622177,15.152417762
2,2023,9,Plant City,Plant City WRF,PS - Domestic - SW,0.2315424229,0.0654359021,0.6543590212,0.5536884026
2,2023,9,Hillsborough Co.,Valrico AWTP,PS - Domestic - SW,0,0,0,0
2,2023,9,Alpha/Owens Corning,Alpha/Owens Corning,PS - Industrial,0,0,0,0
2,2023,9,Cytech Brewster,Brewster Phosphogypsum,PS - Industrial,0.2065487699,0.6712835023,0.6540711048,3.3047803188
2,2023,9,Busch Gardens,Busch Gardens,PS - Industrial,0.3148178797,0.0474123313,0.632164417,1.2137556807
2,2023,9,CSX,CSX - Rockport Newport,PS - Industrial,0.5416995192,0,0,0.1728099672
2,2023,9,CSX,CSX Winston Yard,PS - Industrial,0.0010139667,0,0,0.3244693404
2,2023,9,Coronet,Coronet Industries,PS - Industrial,1.3778805851,1.5430069381,1.3852537503,11.452565978
2,2023,9,Estech Agricola,Estech Agricola,PS - Industrial,0.0009551316,0.0261978949,0.2865394754,0.1309894745
2,2023,9,Kerry,Kerry I and F,PS - Industrial,0.0027539836,0.0055079672,0,0.2753983599
2,2023,9,Kinder Morgan,Kinder Morgan Port Sutton,PS - Industrial,1.1858528196,0.0026200399,0.1474057203,0.7404460449
2,2023,9,Kinder Morgan,Kinder Morgan Tampaplex,PS - Industrial,0,0,0,0
2,2023,9,Lowry Park Zoo,Lowry Park Zoo,PS - Industrial,0.0152523123,0.0026813786,0.0788640758,0.1514190255
2,2023,9,Mosaic,Mosaic - Bartow,PS - Industrial,0.5748314858,0.3305281043,1.7203885181,1.9708508083
2,2023,9,Mosaic,Mosaic - Black Point,PS - Industrial,0.0009513762,0.0002804056,0.0041059392,0.0012267745
2,2023,9,Mosaic,Mosaic - Bonnie,PS - Industrial,0.7750460934,1.3992114399,6.5961912991,6.5374563398
2,2023,9,Mosaic,Mosaic - Ft. Lonesome,PS - Industrial,0,0,0,0
2,2023,9,Mosaic,Mosaic - Green Bay,PS - Industrial,0.3686332228,2.1657201842,4.0447256394,4.9151096378
2,2023,9,Mosaic,Mosaic - Hookers Prairie,PS - Industrial,0,0,0,0
2,2023,9,Mosaic,Mosaic - Mulberry Phospho Stack,PS - Industrial,0.2816448954,1.2607862097,1.2815787859,1.8146248296
2,2023,9,Mosaic,Mosaic - Mulberry Plant,PS - Industrial,0.0156977065,0.0304315188,0.0698134842,0.1321912128
2,2023,9,Mosaic,Mosaic - New Wales Chemical Plant,PS - Industrial,1.1712441884,0.4583129433,8.3175311933,16.295571318
2,2023,9,Mosaic,Mosaic - Nichols Mine,PS - Industrial,0.0480695319,0.0168243362,0.1562259787,0.1482143901
2,2023,9,Mosaic,Mosaic - Plant City,PS - Industrial,1.2371144689,0.444267627,8.2018638822,6.5614911057
2,2023,9,Mosaic,Mosaic - Port Sutton,PS - Industrial,0.0009513762,0.0016523902,0.0360521489,0.024034766
2,2023,9,Mosaic,Mosaic - Riverview,PS - Industrial,0.1097086921,0.5732667224,0.6010193662,0.0968901503
2,2023,9,Mosaic,Mosaic - Riverview Stack Closure,PS - Industrial,0,0,0,0
2,2023,9,Mosaic,Mosaic - South Pierce,PS - Industrial,0.7507359291,1.9415584373,4.6338528037,12.425973999
2,2023,9,Mosaic,Mosaic - Tampa Ammonia Terminal,PS - Industrial,0.0110034163,0.0950124342,0.0351132909,0.0360521489
2,2023,9,Mosaic,Mosaic - Tampa Marine Terminal,PS - Industrial,0.0138950991,0.0633416228,0.0233587882,0.024034766
2,2023,9,TECO,TECO - Bayside (fka Gannon),PS - Industrial,0,0,0,0
2,2023,9,Trademark Nitrogen,Trademark Nitrogen Corporation,PS - Industrial,0.0015592554,0.0028874379,0.0290194763,0.0237857921
2,2023,9,Springs,,Springs,12.438078891,0.6616403723,31.82829328,0
2,2023,10,Atmospheric Deposition,,Atmospheric Deposition,0.2996174076,0.0068842613,0,0
2,2023,10,Ground Water,,Ground Water,1.7302180305,0.2058827033,0,0
2,2023,10,CSX,CSX Newport,Material Losses,0.0610670833,0,0,0
2,2023,10,CSX,CSX Rockport,Material Losses,0.0625291667,0,0,0
2,2023,10,Kinder Morgan,Kinder Morgan Port Sutton,Material Losses,0.011059,0,0,0
2,2023,10,Kinder Morgan,Kinder Morgan Tampaplex,Material Losses,0.00278075,0,0,0
2,2023,10,Mosaic,Mosaic All,Material Losses,0.1325,0,0,0
2,2023,10,ALAFIA PRESERVE,,Non-Point Source,0.0213552678,0.0041545621,0.5603058158,0.0744748368
2,2023,10,BLOOMINGDALE,,Non-Point Source,0.010027293,0.0019059608,0.3199977859,0.0606085907
2,2023,10,CITY OF PLANT CITY,,Non-Point Source,0.2819487996,0.0650633738,12.680745728,1.0683760247
2,2023,10,Conservation,,Non-Point Source,1.8633352791,0.365946057,40.275964905,7.3232340529
2,2023,10,DONALDSON KNOLL,,Non-Point Source,0.0029899909,0.0005786405,0.1489409887,0.0161392412
2,2023,10,EAGLE RIDGE,,Non-Point Source,0.0480698645,0.0150324019,1.2784850541,0.161768521
2,2023,10,FDACS (Agriculture),,Non-Point Source,4.7318455138,1.6577554794,37.23750673,9.5759618665
2,2023,10,HILLSBOROUGH,,Non-Point Source,7.596408772,2.0904568201,324.32846916,55.261984222
2,2023,10,LAKE ST. CHARLES,,Non-Point Source,0.0308927325,0.0061223008,0.9788199963,0.1774678972
2,2023,10,LIVE OAK I,,Non-Point Source,0,0,0.010934013,0
2,2023,10,LIVE OAK II,,Non-Point Source,0,0,0.0109685113,0
2,2023,10,Lakeland,,Non-Point Source,0.451451901,0.1008515266,18.051211188,1.9006219268
2,2023,10,MAGNOLIA PARK,,Non-Point Source,0.0304548713,0.0060513821,1.0296157525,0.1841635165
2,2023,10,MSGP COT,,Non-Point Source,0.0765119135,0.0112525017,2.8693604911,0.788045375
2,2023,10,MacDill AFB,,Non-Point Source,0.0538266134,0.0088792764,1.2068916314,0.4720392942
2,2023,10,Mulberry,,Non-Point Source,0.1045951292,0.0232896328,4.1704989415,0.4115433752
2,2023,10,None,,Non-Point Source,0.0016954858,0.0001427095,0.0262471398,0.0082059343
