Source,BaySeg,Basin,Fac Name,Year,Month,TNLoad (tons/mnth),TPLoad (tons/mnth),TSS Load (tons/mnth),BOD Load (tons/mnth),H2O Load (10e6m3/mnth),Entity,, 
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,11,0.0152095,0.066921802,1.460112032,0.973408021,0.091985512,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2022,12,0.0145523,0.064030119,1.397020771,0.931347181,0.088010829,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,1,0.004294545,0.00341494,0.074507775,0.04967185,0.004693911,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,2,0.068851259,0.054749194,1.194527868,0.796351912,0.075253991,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,3,0.000465674,0.00341494,0.074507775,0.04967185,0.004693911,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,5,0,0.00341494,0.074507775,0.04967185,0.004693911,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,9,0.000951376,0.00165239,0.036052149,0.024034766,0.002271247,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2023,12,0,0.00170747,0.037253887,0.024835925,0.002346955,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Port Sutton,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,1,0.107415375,0.110209416,0.11890199,0.018626944,0.009387822,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,2,0.023974679,0.049771995,0.053697673,0.008412168,0.004239661,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,3,0.091155605,0.123985593,0.133764739,0.020955312,0.0105613,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,4,0.13042616,0.306631038,0.330816021,0.051824964,0.026119343,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,5,0.185648538,0.316852072,0.341843222,0.053552463,0.026989988,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,6,0.286915019,0.53327137,0.57533221,0.090130372,0.045424944,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,7,0.473046756,1.749574485,1.63855014,0.29570273,0.14903167,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,8,0.233703466,0.399509134,0.431019714,0.067522671,0.034030854,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,9,0.482911024,0.999883818,1.026359615,0.168994448,0.08517177,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,10,0.225502436,1.088317987,0.979272754,0.183941068,0.09270474,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,11,0.556292169,3.159632865,2.664929784,0.534022456,0.269142793,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2022,12,0.180370904,0.330628249,0.35670597,0.055880831,0.028163465,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,1,0.231905448,0.330628249,0.35670597,0.055880831,0.028163465,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,2,0.152821054,0.248859973,0.268488365,0.04206084,0.021198307,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,3,0.288096728,0.330628249,0.35670597,0.055880831,0.028163465,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,4,0.178458137,0.586598507,0.632865431,0.09914341,0.049967438,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,5,0.196708286,0.509718551,0.549921704,0.086149614,0.043418676,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,6,0.404873143,0.853234191,0.920531536,0.144208596,0.07267991,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,7,0.120971651,0.950556216,1.007484813,0.160657389,0.080969963,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,8,1.195138334,1.666917423,1.783956719,0.281732522,0.141990804,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,9,0.109708692,0.573266722,0.601019366,0.09689015,0.048831815,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,10,0.080561531,0.220418833,0.23780398,0.037253887,0.018775644,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,11,0.04318747,0.133317842,0.143833053,0.022532593,0.011356236,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2023,12,0.415380843,0.564823259,0.605763729,0.095463086,0.048112587,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,1,0.259897605,0.523494728,0.543130631,0.088477982,0.044592153,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,2,0.33048596,0.799018269,0.794516758,0.135045341,0.068061708,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,3,0.153672285,0.495942374,0.535058955,0.083821246,0.042245198,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,4,0.405436458,0.78657527,0.845122458,0.132942299,0.067001792,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,5,0.264334439,0.8403468,0.906627674,0.142030445,0.071582141,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,6,0.209452971,0.999883818,1.064777686,0.168994448,0.08517177,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,7,0.53725797,1.460274767,1.524925784,0.246807003,0.124388638,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,8,0.271034965,1.363841528,1.435322424,0.230508427,0.116174294,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,9,0.445794836,1.519823403,1.583815968,0.256871561,0.12946109,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,10,0.302092806,1.088317987,1.076714953,0.183941068,0.09270474,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,11,0.306280531,0.866565976,0.934914841,0.146461855,0.073815534,Mosaic,,
PS - Industrial,2,204-2,Mosaic - Riverview,2024,12,0.246651778,0.578599436,0.624235448,0.097791454,0.049286064,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2022,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2023,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Riverview Stack Closure,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,1,0.208531221,0.63836088,1.523554634,4.085509633,0.38607417,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,2,1.318852702,1.035748195,2.471985693,6.62878845,0.626409978,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,3,0.599373652,0.702390999,1.676373184,4.495302393,0.424798935,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,4,0.436456328,0.839339092,2.003222634,5.371770191,0.507623749,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,5,0.678848612,2.545682294,6.075695075,16.29236668,1.539602769,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,6,0.23015792,1.190472001,2.841259843,7.619020808,0.719985362,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,7,0.647868383,1.833589762,4.376167566,11.73497448,1.108936445,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,8,1.114667351,1.94418724,4.640126879,12.44279834,1.175824675,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,9,1.056778616,1.887104671,4.503889814,12.07746989,1.141301718,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,10,1.078099039,2.047023491,4.885562732,13.10095034,1.238018995,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,11,0.91839094,1.887104671,4.503889814,12.07746989,1.141301718,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2022,12,0.294305709,1.379558012,3.292545121,8.829171274,0.834342659,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,1,0.154564826,1.104034471,2.63496227,7.065820611,0.667708823,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,2,0.112839888,0.769362873,1.836212723,4.923922385,0.465302843,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,3,0.19051224,1.020601286,2.435835068,6.531848228,0.617249281,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,4,0.297930953,1.314401263,3.137037681,8.412168084,0.79493652,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,5,0.392252388,1.548364688,3.695430389,9.909534003,0.936435221,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,6,0.811999546,2.136840911,5.099926974,13.67578183,1.292339657,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,7,0.713256716,1.78314179,4.255765072,11.41210746,1.078426025,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,8,0.758284765,1.864634668,4.450261408,11.93366188,1.127712089,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,9,0.750735929,1.941558437,4.633852804,12.425974,1.174234802,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,10,0.460499439,1.381498318,3.297175986,8.841589236,0.835516137,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,11,0.095162652,1.019599837,2.433444944,6.525438957,0.616643615,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2023,12,0.351117887,1.462991196,3.491672322,9.363143657,0.884802201,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,1,0.160191715,1.334930959,3.186035222,8.543558138,0.807352671,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,2,0.561478838,1.684436514,4.02018848,10.78039369,1.018730077,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,3,0.181560959,1.237915628,2.954491965,7.922660018,0.748678785,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,4,0.38816147,1.53221633,3.65688964,9.80618451,0.926668858,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,5,0.255706543,1.369856478,3.269390795,8.767081462,0.82847527,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,6,0.157728152,0.985800947,2.352778261,6.309126063,0.59620239,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,7,0.411422617,1.082691098,2.584022753,6.929223025,0.654800568,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,8,1.133294295,2.023739812,4.82999235,12.95193479,1.223937262,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,9,1.506429029,2.054221403,4.902741748,13.14701698,1.242372218,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,10,0.967204047,2.165382195,5.168045506,13.85844605,1.309601136,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,02301500,Mosaic - South Pierce,2024,12,0.205310312,0.962392087,2.296909114,6.159309355,0.582044949,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,6,0.019978899,0.190024868,0.070226582,0.072104298,0.006813742,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,7,0.023050843,0.196359031,0.072567468,0.074507775,0.007040866,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,11,0.006509416,0.063341623,0.023408861,0.024034766,0.002271247,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2022,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,9,0.011003416,0.095012434,0.035113291,0.036052149,0.003406871,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2023,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,8,0.015600065,0.589077092,0.217702404,0.223523323,0.021122599,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,9,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,10,0.015600065,0.589077092,0.217702404,0.223523323,0.021122599,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Ammonia Terminal,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,5,0.039970317,0.085373492,0.192478417,0.037253887,0.003520433,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,6,0.015923032,0.126683246,0.046717576,0.048069532,0.004542494,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,7,0.0164538,0.13090602,0.048274829,0.04967185,0.004693911,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,8,0.01234035,0.098179515,0.036206122,0.037253887,0.003520433,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,9,0.058584742,0.240973565,0.244666407,0.096139064,0.009084989,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2022,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,1,0.004178127,0.032726505,0.012068707,0.012417962,0.001173478,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,8,0.003001008,0.032726505,0.012068707,0.012417962,0.001173478,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,9,0.013895099,0.063341623,0.023358788,0.024034766,0.002271247,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,10,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,11,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2023,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,1,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,2,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,3,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,4,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,5,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,6,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,7,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,8,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,9,0.30291316,0.621023302,0.384819136,0.24034766,0.022712472,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,10,0.152740938,0.392718061,0.144824487,0.149015549,0.014081733,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,11,0.258674169,0.665087039,0.245267276,0.252365043,0.023848096,Mosaic,,
PS - Industrial,2,206-2,Mosaic - Tampa Marine Terminal,2024,12,0,0,0,0,0,Mosaic,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,1,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,2,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,3,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,4,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,5,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,6,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,7,0.009565712,0.006597043,0.085497671,0.063331608,0.005984736,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,8,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,9,0.006421789,0.001877716,0.024335201,0.018026075,0.001703435,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,10,0.014773495,0.006079627,0.078791972,0.058364423,0.005515345,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,11,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2022,12,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,1,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,2,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,3,0.002041203,0.001552245,0.020117099,0.014901555,0.001408173,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,4,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,5,0.001108303,0.001552245,0.020117099,0.014901555,0.001408173,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,6,0.001233034,0.000625905,0.008111734,0.006008692,0.000567812,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,7,0,0,0,0,0,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,8,0.004077231,0.00206966,0.026822799,0.01986874,0.001877564,TECO,,
PS - Industrial,2,206-2,TECO - Bayside (fka Gannon),2023,9,0,0,0,0,0,TECO,,
