Source,BaySeg,Basin,Fac Name,Year,Month,TNLoad (tons/mnth),TPLoad (tons/mnth),TSS Load (tons/mnth),BOD Load (tons/mnth),H2O Load (10e6m3/mnth),Entity,, 
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,1,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,2,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,3,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,4,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,5,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,6,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,7,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,8,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,9,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,10,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,11,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2022,12,0.001042333,0.004398028,0.008796057,0.02638817,0.003989824,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,1,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,2,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,3,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,4,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,5,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,6,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,7,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,8,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,9,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,10,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,11,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2023,12,0.003104491,0.012935378,0.025870755,0.077612265,0.011734777,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,1,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,2,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,3,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,4,0.007435756,0.012518107,0.025036215,0.075108644,0.011356236,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,5,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,6,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,7,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,8,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,9,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,10,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,11,0,0,0,0,0,Alpha/Owens Corning,,
PS - Industrial,2,02303000,Alpha/Owens Corning,2024,12,0.001303886,0.005432859,0.010865717,0.032597151,0.004928606,Alpha/Owens Corning,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,1,0,0,0,0,0,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,2,0,0,0,0,0,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,3,0.004826189,0.018562267,0.112434301,0.101827292,0.009622517,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,4,0.00712781,0.041121982,0.065795172,0.175453792,0.016580105,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,5,0.000889954,0.004760219,0.005174151,0.01986874,0.001877564,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,6,0.007892667,0.038242818,0.034174433,0.156225979,0.014763107,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,7,0.002735315,0.031724013,0.057808202,0.13535579,0.012790907,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,8,0.00904959,0.043191226,0.043191226,0.197445602,0.018658296,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,9,0.240410876,1.346804384,0.327260878,2.416695717,0.228373906,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,10,0.47799195,1.613998794,1.055306903,5.959380161,0.563151958,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,11,0.048354945,0.162572659,0.116718832,0.800357706,0.075632532,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2022,12,0.020076999,0.06047289,0.058053974,0.464431794,0.043888067,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,1,0.030315351,0.018743362,0.008149288,0.156466326,0.014785819,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,2,0.00073256,0.005783366,0.001927789,0.03701354,0.003497721,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,3,0.00206966,0.001228861,0.000323384,0.006208981,0.000586739,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,4,0.005301418,0.028779129,0.03029382,0.145410334,0.013741046,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,5,0.018471719,0.076965496,0.314019224,0.295547505,0.02792877,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,6,0.596550402,0.815285549,1.272640857,3.817922572,0.360787618,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,7,0.234583071,0.306762478,0.360897033,1.732305756,0.163700142,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,8,0.053107486,0.290431564,0.348517876,1.593224577,0.150557192,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,9,0.20654877,0.671283502,0.654071105,3.304780319,0.31229649,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,10,0.071085074,0.130155769,0.330395412,0.961150291,0.090827176,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,11,0.015141903,0.126182521,0.122577306,0.34610063,0.03270596,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2023,12,0.000434629,0.024991149,0.032597151,0.208621769,0.019714426,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,1,0.010829498,0.050279812,0.046412135,0.371297076,0.035086984,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,2,0.000613512,0.024540498,0.032720663,0.19632398,0.018552304,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,3,0.002813445,0.025321002,0.020631927,0.180060455,0.017015427,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,4,0.001051521,0.007229207,0.005257605,0.04206084,0.003974683,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,5,0.010244819,0.014940361,0.037564336,0.040979276,0.003872477,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,6,0.00165239,0.000901304,0.001164184,0.003605215,0.000340687,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,7,0.00394529,0.050499714,0.077327687,0.151499141,0.014316428,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,8,0.218955842,1.438239352,2.919411221,4.121521724,0.389477255,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,9,0.480244667,1.618215727,1.618215727,5.011248702,0.473555041,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,10,0.141730344,0.974396117,2.21453663,4.251910329,0.401798771,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,11,0.019501959,0.097509797,0.223911385,0.693402998,0.065525482,Cytech Brewster,,
PS - Industrial,2,02301300,Brewster Phosphogypsum,2024,12,0.052947087,0.078440129,0.274540452,0.941281551,0.088949611,Cytech Brewster,,
PS - Industrial,2,02304500,Busch Gardens,2022,1,0.045403175,0.008071676,0.504479723,0.968601068,0.091531262,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,2,0.00350507,0.004673427,0.29208917,0.560811206,0.052995768,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,3,0.064857983,0.011279649,0.704978074,1.353557903,0.127909072,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,4,0.053827861,0.008612458,0.538278613,1.033494936,0.09766363,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,5,0.064573405,0.008071676,0.504479723,0.968601068,0.091531262,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,6,0.08266958,0.012718397,0.794899812,1.526207638,0.144224197,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,7,0.104285014,0.019778192,0.899008737,1.726096775,0.163113403,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,8,0.063642057,0.012417962,0.776122651,1.490155489,0.140817326,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,9,0.06421789,0.013519556,0.844972241,1.622346702,0.153309186,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,10,0.065194303,0.012417962,0.776122651,1.490155489,0.140817326,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,11,0.069926147,0.011416514,0.713532114,1.369981659,0.12946109,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2022,12,0.04163898,0.011486615,0.717913452,1.378393828,0.130256027,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,1,0.052155442,0.012223932,0.814928783,1.564663264,0.147858193,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,2,0.023834476,0.008937929,0.595861906,1.14405486,0.108111367,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,3,0.021214019,0.007955257,0.530350478,1.018272918,0.096225173,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,4,0.053978079,0.008261951,0.55079672,1.057529702,0.099934877,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,5,0.035572288,0.021343373,0.355722882,0.682987933,0.064541275,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,6,0.085323419,0.036052149,0.600869149,1.153668766,0.109019866,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,7,0.637274308,0.172402712,0.769654962,1.477737527,0.139643849,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,8,0.229538274,0.040746439,0.679107319,1.303886053,0.123215161,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,9,0.31481788,0.047412331,0.632164417,1.213755681,0.114697984,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,10,0.234673619,0.036477765,0.607962743,1.167288467,0.110306906,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,11,0.049571705,0.008261951,0.27539836,0.528764851,0.049967438,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2023,12,0.444976986,0.050059911,0.556221233,1.067944767,0.100919084,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,1,0.587059173,0.081201832,0.601495054,1.154870504,0.109133428,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,2,0.486211632,0.088348211,0.592941014,1.138446747,0.107581409,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,3,0.535007214,0.091194411,0.607962743,1.167288467,0.110306906,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,4,0.421259346,0.070602125,0.588351042,1.129634,0.106748618,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,5,0.787078915,0.132710506,0.459205902,0.881675331,0.083316918,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,6,0.642554446,0.189172385,0.544537666,1.045512319,0.098799253,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,7,0.654853487,0.103728792,0.523882789,1.005854955,0.095051695,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,8,0.691848666,0.125958239,0.614430432,1.179706429,0.111480383,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,9,0.608480158,0.119610515,0.613387256,1.177703532,0.111291113,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,10,0.266339423,0.059645026,0.375125948,0.72024182,0.068061708,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,11,0,0,0,0,0,Busch Gardens,,
PS - Industrial,2,02304500,Busch Gardens,2024,12,1.216442901,0.1267667,0.25870755,0.496718496,0.046939109,Busch Gardens,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,1,0.019045295,0,0,0.018439472,0.001742501,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,2,0,0,0,0,0,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,3,0.00332314,0,0,0.005888518,0.000556456,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,4,0.06438918,0,0,0.407188993,0.038478713,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,5,0.25981098,0,0,0.595180921,0.056243652,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,6,0.642645912,0,0,0.282168152,0.026664442,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,7,0.360899161,0,0,0.332681219,0.031437847,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,8,0.183006299,0,0,0.132671908,0.012537285,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,9,0.804044706,0,0,0.821468242,0.077627444,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,10,0.310565729,0,0,0.127744781,0.012071679,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,11,0.295490882,0,0,0.144849523,0.01368805,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2022,12,0.055649187,0,0,0.059245698,0.005598624,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,1,0.041043018,0,0,0.028521256,0.002695213,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,2,0.000360522,0,0,0.000240348,2.27125E-05,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,3,0,0,0,0,0,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,4,0,0,0,0,0,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,5,0.057771065,0,0,0.034850411,0.003293308,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,6,0.331331892,0,0,0.154743835,0.014623047,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,7,0.020376141,0,0,0.017705611,0.001673152,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,8,0.172342249,0,0,0.444883518,0.042040786,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,9,0.541699519,0,0,0.172809967,0.016330267,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,10,0,0,0,0,0,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,11,0,0,0,0,0,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2023,12,0.303899002,0,0,0.93603396,0.088453722,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,1,0.669718322,0,0,0.169124636,0.01598201,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,2,0.114161379,0,0,0.092573907,0.008748087,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,3,0.070566799,0,0,0.02980311,0.002816347,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,4,0.07226453,0,0,0.171287765,0.016186422,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,5,0,0,0,0,0,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,6,0.12844905,0,0,0.077351888,0.007309631,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,7,0.306507693,0,0,0.340612692,0.032187358,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,8,1.246230989,0,0,1.074674502,0.101555033,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,9,0.958964462,0,0,0.811093235,0.076647022,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,10,0.016098286,0,0,0.036693076,0.003467437,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,11,0.305241277,0,0,0.107555578,0.010163831,CSX,,
PS - Industrial,2,206-2,CSX - Rockport Newport,2024,12,0,0,0,0,0,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,1,0.000347703,0,0,0.03973748,0.003755129,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,2,0.000157027,0,0,0.017945959,0.001695865,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,3,0.000189064,0,0,0.021607255,0.002041851,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,4,0.000315456,0,0,0.036052149,0.003406871,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,5,0.000434629,0,0,0.04967185,0.004693911,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,6,0.003049411,0,0,0.348504106,0.032933084,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,7,0.010322431,0,0,1.179706429,0.111480383,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,8,0.001513439,0,0,0.037253887,0.003520433,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,9,0.004957171,0,0,0.132191213,0.01249186,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,10,0.002328368,0,0,0.074507775,0.007040866,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,11,0.000600869,0,0,0.048069532,0.004542494,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2022,12,0.000434629,0,0,0.04967185,0.004693911,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,1,0.001008959,0,0,0.024835925,0.002346955,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,2,0.000196284,0,0,0.022432448,0.002119831,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,3,0.000217314,0,0,0.024835925,0.002346955,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,4,5.1699783E-6,0,0,0.000841217,7.94937E-05,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,5,7.76123E-05,0,0,0.024835925,0.002346955,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,6,0.000375543,0,0,0.12017383,0.011356236,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,7,0.001979113,0,0,0.633316083,0.059847364,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,8,0.002600011,0,0,0.832003482,0.078623007,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,9,0.001013967,0,0,0.32446934,0.030661837,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,10,0.000194031,0,0,0.062089812,0.005867389,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,11,0.000150217,0,0,0.048069532,0.004542494,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2023,12,0.000155225,0,0,0.04967185,0.004693911,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,1,0.000155225,0,0,0.04967185,0.004693911,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,2,0.000108908,0,0,0.034850411,0.003293308,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,3,0.002988072,0,0,0.086925737,0.008214344,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,4,0.000125181,0,0,0.060086915,0.005678118,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,5,0.000103483,0,0,0.04967185,0.004693911,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,6,7.51086E-05,0,0,0.036052149,0.003406871,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,7,0.000310449,0,0,0.149015549,0.014081733,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,8,0.000413932,0,0,0.198687399,0.018775644,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,9,0.000375543,0,0,0.180260745,0.017034354,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,10,0.001086572,0,0,0.521554421,0.049286064,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,11,0.001527209,0,0,0.733060362,0.06927304,CSX,,
PS - Industrial,2,02303000,CSX Winston Yard,2024,12,0.001578116,0,0,0.757495707,0.071582141,CSX,,
PS - Industrial,2,02303330,Coronet Industries,2022,1,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,2,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,3,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,4,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,5,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,6,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,7,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,8,0.06338335,0.08873669,0.399315104,0.608480158,0.057500408,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,9,1.697204983,8.668038197,6.522935335,13.77192089,1.301424646,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,10,1.103646409,11.03646409,4.966408841,8.829171274,0.834342659,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,11,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2022,12,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,1,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,2,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,3,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,4,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,5,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,6,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,7,2.232141679,3.89833472,1.675131388,16.08126132,1.519653647,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,8,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,9,1.377880585,1.543006938,1.38525375,11.45256598,1.082249291,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,10,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,11,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2023,12,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,1,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,2,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,3,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,4,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,5,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,6,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,7,0,0,0,0,0,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,8,2.257870145,7.778055433,3.95861358,15.89499189,1.502051482,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,9,4.084958836,6.284139921,9.751605562,14.38480742,1.359341449,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,10,3.218063217,10.70480101,6.2876283,18.57727177,1.755522669,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,11,0.769788488,2.774012571,4.507770427,6.65763017,0.629135474,Coronet,,
PS - Industrial,2,02303330,Coronet Industries,2024,12,0,0,0,0,0,Coronet,,
PS - Industrial,4,206-4,DRS Piney Point,2022,1,0,0,0,0,0,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,2,0,0,0,0,0,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,3,0,0,0,0,0,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,4,0,0,0,0,0,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,5,0.157176155,0.009487724,0.040008476,0.054868767,0.005185011,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,6,0.310648674,0.063695489,0.070307714,0.220303867,0.020818365,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,7,2.245025053,0.299695228,0.493198544,1.165068135,0.110097088,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,8,0.02595684,0.001891567,0.006325115,0.005728406,0.000541325,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,9,0.550228443,0.237690045,0.770625666,0.946287191,0.089422636,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,10,0.423311592,0.062909391,0.22708345,0.646388472,0.061082684,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,11,0.096230348,0.045504349,0.089349793,0.231490848,0.021875517,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2022,12,0.027232883,0.007777331,0.005252882,0.044189319,0.004175821,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2023,1,0,0,0,0,0,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2023,2,0,0,0,0,0,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2023,3,0,0,0,0,0,DRS (fka HRK),,
PS - Industrial,4,206-4,DRS Piney Point,2023,4,0,0,0,0,0,DRS (fka HRK),,
